物件ID,出展元,取得日,種別細目,種別コード,都道府県コード,市町村コード,町名コード,都道府県名,市町村名,町名,住所詳細,原本住所,物件名,部屋名,価格,旧価格,面積,地目,土地権利,用途地域,建ぺい率,容積率,建物面積,建築年月,"建物構造",間取り数,間取りタイプ,間取り詳細,備考,取引態様,transaction_type_code,駐車場,駐車料金,階数,総階数,現況,引渡し,引渡日,コメント,取扱業者,担当,広告,交通,道路,管理形態,総建物面積,バルコニー面積,管理費,積立金,登録日,確認日,価格変更日,URL,ペット可,建築条件,pic01,更新フラグ,新着フラグ
5766496760,SUUMO,"2026-01-12 01:52:17",1101,11,34,34207,342070025005,広島県,福山市,木之庄町五丁目,,広島県福山市木之庄町５,土地,,4300,,336.33,,,,,,,,,,,,,,,,,,,,,,【教育施設が近くで子育て安心♪建築条件なし！】＊福山不動産＊,(株)ファースト,,TEL:084-999-8448,ＪＲ山陽本線「福山」徒歩20分,,,,,,,2025-10-12,2026-01-12,,https://suumo.jp/tochi/hiroshima/sc_fukuyama/nc_78567779/,,0,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F080%2FN010000%2Fimg%2F779%2F78567779%2F78567779_0183.jpg&w=192&h=144,,0
5870435593,不動産ジャパン,"2026-01-12 03:56:54",1101,11,34,34207,342070025005,広島県,福山市,木之庄町五丁目,,広島県福山市木之庄町５丁目,売地,,8000,,1117.00,田,所有権,第一種住居地域,60%,200%,,,,,,,,一般媒介,5,,,,,更地,,,"建築条件なし

地勢：平坦／地目／田（現況は畑）農地法届出要／土地／１１１７㎡（平坦地４４０㎡＋地盤面が約１．５ｍ低い平坦地６７７㎡）
",住友不動産ステップ（株）広島営業センター,,,"山陽本線 「福山」駅 徒歩20分","角地
 北 幅6.6m 公道 接面42.2m 位置指定無
 西 幅7.2m",,,,0,0,2025-11-25,2026-01-12,,https://www.fudousan.or.jp/property/detail?p_no=000012928335,,0,,,0
5764758952,不動産ジャパン,"2026-01-12 03:57:11",1101,11,34,34207,342070025005,広島県,福山市,木之庄町五丁目,,広島県福山市木之庄町５丁目,売地,,4300,,335.64,宅地,所有権,第一種住居地域,60%,200%,,,,,,,,一般媒介,5,,,,,更地,,,"現況渡

※実測面積：３３５．６４㎡（１０１．５３坪）※有効擁壁内面積：２８７．８５㎡（８７．０７坪）　【法令上の制限：法２２条区域】
","株式会社 インペリアルエステート",,,"山陽本線 「福山」駅 徒歩20分","三方道路
 北 幅6m 公道 接面14.5m 位置指定無
 東 幅6m 公道 接面19",,,,0,0,2025-10-11,2026-01-12,,https://www.fudousan.or.jp/property/detail?p_no=000012797372,,,https://img4.athome.jp/image_files/index/bukken/6987948122/1,,0
5761800113,ハトマークサイト,"2026-01-12 01:59:06",1202,12,34,34207,342070025005,広島県,福山市,木之庄町五丁目,,広島県福山市木之庄町５丁目,中古一戸建,,3980,,265.75,,,,60％,200％,143.52,1997-07-01,,5,SLDK,,,,,,,,,,,,物件種目：中古一戸建,ハマ不動産(株),,,"山陽本線福山駅 徒歩14分 バス乗車5分 「城北中学校前」バス停停 徒歩14分",,,,,0,0,2025-10-10,2026-01-12,,https://www.hatomarksite.com/search/zentaku/bukken/5103871111,,,https://storage3.zentaku.or.jp/prod/034/53930/regsys/5103871111/image/5103871111_ac53dfc10a.jpg,,0
5766982348,不動産ジャパン,"2026-01-12 03:56:54",1101,11,34,34207,342070025005,広島県,福山市,木之庄町五丁目,,広島県福山市木之庄町５丁目,売地,,4300,,336.33,宅地,所有権,第一種住居地域,60%,200%,,,,,,,,専任媒介,4,,,,,更地,,,"更地渡

◇お問い合わせ方法◇【見学予約（無料）】のフォームをご入力いただくか、０８４－９９９－８４４８までお気軽にお問い合わせください！◇ＬＩＮＥをご登録いただくと２４時間３６５日ご対応可能です◇⇒＠５０９ｄｐｙｐｘ登録して最新情報をゲット！！
","株式会社 ファースト",,,"福塩線 「福山」駅 徒歩20分  
山陽本線 「福山」駅 徒歩20分  
東海道・山陽","北 幅6m 公道 接面14.5m 位置指定無
 東 幅6m 公道 接面19m 位置指定無",,,,0,0,2025-10-12,2026-01-12,,https://www.fudousan.or.jp/property/detail?p_no=000012801208,,,https://img4.athome.jp/image_files/index/bukken/6987973501/1,,0
5764760043,不動産ジャパン,"2026-01-12 04:06:49",1202,12,34,34207,342070025005,広島県,福山市,木之庄町五丁目,,広島県福山市木之庄町５丁目,中古一戸建,,3980,,265.75,,所有権,第二種住居地域,60%,200%,143.52,1997-07-01,木造,5,SLDK,,,専属専任媒介,3,有　駐車場代無料,,,,空家,,,"
日当り良好　閑静住宅街　駐車場３台分　駐車場代無料

",ハマ不動産（株）,,,"山陽本線 「福山」駅 徒歩14分  「城北中学校前」バス停バス停 徒歩14分",,,,,0,0,2025-10-11,2026-01-12,,https://www.fudousan.or.jp/property/detail?p_no=000012794401,,,https://storage3.zentaku.or.jp/prod/034/53930/regsys/5103871111/image/5103871111_ac53dfc10a.jpg,,0
5869300743,アットホーム,"2026-01-12 01:16:40",1101,11,34,34207,342070025005,広島県,福山市,木之庄町五丁目,,福山市木之庄町５丁目,土地,,8000,,1117.00,,,,60%,200%,,,,,,,,,,,,,,,,,"【最適用途】アパート用地
","住友不動産ステップ(株)　広島営業センター（広島電鉄本線/胡町 徒歩1分）",,,"ＪＲ山陽本線 「福山」駅 徒歩20分",,,,,,,2025-11-25,2026-01-12,,https://www.athome.co.jp/tochi/1016547087/?DOWN=1&BKLISTID=001LPC&SEARCHDIV=1&sref=list_simple,,0,,,0
5761835803,アットホーム,"2026-01-12 01:20:18",1101,11,34,34207,342070025005,広島県,福山市,木之庄町五丁目,,福山市木之庄町５丁目,土地,,4300,,335.64,,,,60%,200%,,,,,,,,,,,,,,,,,"【最適用途】住宅用地
","(株)インペリアルエステート（山陽新幹線/福山 徒歩60分）",,,"ＪＲ山陽本線 「福山」駅 徒歩20分",,,,,,,2025-10-10,2026-01-12,,https://www.athome.co.jp/tochi/6987948122/?DOWN=1&BKLISTID=001LPC&SEARCHDIV=1&sref=list_simple,,0,,,0
5761840530,アットホーム,"2026-01-12 01:49:14",1202,12,34,34207,342070025005,広島県,福山市,木之庄町五丁目,,福山市木之庄町５丁目,戸建,,3980,,265.75,,,,,,143.52,1997-07-01,,5,SLDK,,,,,,,,,,,,◇ハマ不動産◇《木之庄町５丁目》南向き角地　約８０坪の広々敷地,"ハマ不動産(株)（ＪＲ山陽本線/福山 徒歩15分）",,,"福塩線 「福山」駅 徒歩14分",,,,,,,2025-10-10,2026-01-12,,https://www.athome.co.jp/kodate/6987953674/?DOWN=1&BKLISTID=001LPC&SEARCHDIV=1&sref=list_simple,,0,,,0
5764078265,アットホーム,"2026-01-12 01:12:47",1101,11,34,34207,342070025005,広島県,福山市,木之庄町五丁目,,福山市木之庄町５丁目,土地,,4300,,336.33,,,,60%,200%,,,,,,,,,,,,,,,,,"【最適用途】住宅用地
",(株)ファースト（ＪＲ山陽本線/福山）,,,"福塩線 「福山」駅 徒歩20分",,,,,,,2025-10-11,2026-01-12,,https://www.athome.co.jp/tochi/6987973501/?DOWN=1&BKLISTID=001LPC&SEARCHDIV=1&sref=list_simple,,0,https://www.athome.co.jp/image_files/path/PLegG9pzim582odYRv1PHg==?width=320&height=320,,0
2249420818,不動産ジャパン,"2026-01-12 03:57:29",1101,11,34,34207,342070025003,広島県,福山市,木之庄町三丁目,,広島県福山市木之庄町３丁目,売地,,500,1750,515.70,宅地,所有権,第一種住居地域,60%,200%,,,,,,,,一般媒介,5,,,,,古家有,,,"現況渡

【法令上の制限：一部土砂災害特別警戒区域　宅地造成規制区域】
",福南商事（有）,,,"城北中学校前バス停 徒歩6分","一方道路
 東 幅4m",,,,0,0,2020-04-03,2026-01-12,2024-09-22,https://www.fudousan.or.jp/property/detail?p_no=000004291116,,,https://storage3.zentaku.or.jp/prod/034/53623/regsys/6002358347/image/6002358347_d804c096f4.jpg,0,0
2483396732,ハトマークサイト,"2026-01-12 01:46:53",1101,11,34,34207,342070025003,広島県,福山市,木之庄町三丁目,,広島県福山市木之庄町３丁目,売地,,500,1750,515.70,宅地,,第一種住居地域,60％,200％,,,,,,,,,,,,,,,相談,,"物件種目：売地 / 最適用途：住宅用地",福南商事(有),,,"城北中学校前停 徒歩6分",,,,,0,0,2021-03-27,2026-01-12,2024-09-21,https://www.hatomarksite.com/search/zentaku/bukken/6002358347,,0,https://storage3.zentaku.or.jp/prod/034/53623/regsys/6002358347/image/6002358347_d804c096f4.jpg,0,0
5930255737,アットホーム,"2026-01-12 01:14:08",1101,11,34,34207,342070025003,広島県,福山市,木之庄町三丁目,,福山市木之庄町３丁目,土地,,5000,,514.00,,,,60%,200%,,,,,,,,,,,,,,,,,"【最適用途】住宅用地
人気の木之庄町に土地物件がでました。是非一度ご連絡・ご相談ください。",福南商事(有),,,"ＪＲ山陽本線 「福山」駅 徒歩19分",,,,,,,2025-12-19,2026-01-12,,https://www.athome.co.jp/tochi/6987730630/?DOWN=1&BKLISTID=001LPC&SEARCHDIV=1&sref=list_simple,,0,,,0
5754722229,Yahoo!不動産,"2026-01-12 01:16:07",1202,12,34,34207,342070025002,広島県,福山市,木之庄町二丁目,,広島県福山市木之庄町2丁目,中古戸建,,6760,,677.00,,,,,,374.27,1997-01-01,,3,DK,,,,,,,,2,,,,,ハマ不動産株式会社,,,"福塩線 「備後本庄」駅 徒歩16分 他",,,,,,,2025-10-07,2026-01-12,,https://realestate.yahoo.co.jp/used/house/detail_corp/b0024086834/,,,https://s.yimg.jp/images/realestate/img/common/noimage/288x288.png?q=65&nf_src=sy&nf_path=/images/realestate/img/common/noimage/288x288.png&w=175&h=132,,0
5114063177,ライフルホームズ,"2026-01-12 07:28:20",1302,13,34,34207,342070025002,広島県,福山市,木之庄町二丁目,13-51,広島県福山市木之庄町2丁目13-51,パサージュ福山木之庄,,1120,1280,1980.81,,所有権,第一種住居,60,200,65.50,1989-07-01,RC,3,LDK,和室内に防音室設置,,一般媒介(自社物),,空無,,7,7,居住中,相談,,"洗面所独立 フローリング 火災警報器(報知器) 給湯 即引渡し可　防音室
",LIFUKU福山売買センター　中国バス不動産株式会社,,,"JR福塩線 備後本庄駅 徒歩16分",,全部委託(日勤),,20.63,8725,12400,2024-12-24,2025-12-31,2025-03-07,https://www.homes.co.jp/mansion/b-1461090000638/,0,0,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F146109%2Fsale%2F638%2F2%2F1%2Fwwiz.jpg&width=180&height=180,0,0
4465878054,SUUMO,"2026-01-12 01:55:29",1302,13,34,34207,342070025002,広島県,福山市,木之庄町二丁目,,広島県福山市木之庄町２,パサージュ福山木之庄　7階,,1120,1280,,,,,,,65.50,1989-07-01,,3,LDK,,,,,,,,,,,,■最上階■角部屋■買物便利■日当り・眺望良好■ルーフテラスがあります,花咲不動産(有),,TEL:084-925-5933,中国バス「木之庄上」徒歩2分,,,,,,,2024-02-29,2026-01-12,2025-03-04,https://suumo.jp/ms/chuko/hiroshima/sc_fukuyama/nc_74385043/,,,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F080%2FN010000%2Fimg%2F043%2F74385043%2F74385043_0010.jpg&w=192&h=144,0,0
5095756745,SUUMO,"2026-01-12 01:55:29",1302,13,34,34207,342070025002,広島県,福山市,木之庄町二丁目,,広島県福山市木之庄町２,パサージュ福山木之庄,,1120,1280,,,,,,,65.50,1989-07-01,,3,DK,,,,,,,,,,,,最上階の南向きにて陽当たり良好！広いルーフバルコニーを有したお部屋なので開,穴吹不動産流通(株)福山店,,TEL:084-973-8770,ＪＲ福塩線「備後本庄」徒歩16分,,,,,,,2024-12-16,2026-01-12,2025-03-31,https://suumo.jp/ms/chuko/hiroshima/sc_fukuyama/nc_76500414/,,,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F080%2FN010000%2Fimg%2F414%2F76500414%2F76500414_0009.jpg&w=192&h=144,0,0
5115837460,SUUMO,"2026-01-12 01:55:29",1302,13,34,34207,342070025002,広島県,福山市,木之庄町二丁目,,広島県福山市木之庄町２-13-51,パサージュ福山木之庄,,1120,1280,,,,,,,65.50,1989-07-01,,3,LDK,,,,,,,,,,,,福山城が見えるマンション。最上階の7階・3LDK・テラス付きのお部屋です！,"LIFUKU 福山売買センター中国バス不動産(株)",,TEL:084-999-3603,ＪＲ福塩線「備後本庄」徒歩16分,,,,,,,2024-12-25,2026-01-12,2025-03-05,https://suumo.jp/ms/chuko/hiroshima/sc_fukuyama/nc_76563694/,,,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F080%2FN010000%2Fimg%2F694%2F76563694%2F76563694_0005.jpg&w=192&h=144,0,0
5939972159,SUUMO,"2026-01-12 01:54:45",1302,13,34,34207,342070025002,広島県,福山市,木之庄町二丁目,,広島県福山市木之庄町２-13番51,パサージュ福山木之庄402号室,,1950,,,,,,,,59.41,1989-07-01,,2,LDK,,,,,,,,,,,,角部屋、外部駐車場1台確保済み(敷地内駐車場は抽選です。),ワウハウス(株)本社営業部,,TEL:0120-111406,ＪＲ山陽本線「福山」徒歩22分,,,,,,,2025-12-23,2026-01-12,,https://suumo.jp/ms/chuko/hiroshima/sc_fukuyama/nc_79058410/,,,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F080%2FN010000%2Fimg%2F410%2F79058410%2F79058410_0001.jpg&w=192&h=144,,0
5116283917,不動産ジャパン,"2026-01-12 04:11:44",1302,13,34,34207,342070025002,広島県,福山市,木之庄町二丁目,,広島県福山市木之庄町２丁目,パサージュ福山木之庄,,1120,1280,,,所有権,第一種住居地域,,,65.50,1989-07-01,ＲＣ,3,LDK,,,一般媒介,5,,,7,7,所有者居住中,,,"
日当り良好　管理人日勤

",中国バス不動産（株）,,,JR福塩線「備後本庄」徒歩約16分,,,,,8725,0,2024-12-25,2026-01-12,2025-03-05,https://www.fudousan.or.jp/property/detail?p_no=000011916793,,,https://storage3.zentaku.or.jp/prod/034/54343/regsys/5103140222/image/5103140222_4c5f582b43.jpg,0,0
5985593364,ハトマークサイト,"2026-01-12 01:43:19",1101,11,34,34207,342070025002,広島県,福山市,木之庄町二丁目,,広島県福山市木之庄町２丁目,売地,,750,,142.01,宅地,,第一種住居地域,60％,200％,,,,,,,,,,,,,,,,,"物件種目：売地 / 最適用途：住宅用地",(株)瀬良商店,,,"山陽本線福山駅 徒歩25分 バス乗車1分 木之庄上停 徒歩5分",,,,,0,0,2026-01-10,2026-01-12,,https://www.hatomarksite.com/search/zentaku/bukken/5104094808,,,https://storage3.zentaku.or.jp/prod/034/100182/regsys/5104094808/image/5104094808_8eaa14a53e.jpg,,1
5113199896,ハトマークサイト,"2026-01-12 02:06:28",1302,13,34,34207,342070025002,広島県,福山市,木之庄町二丁目,,広島県福山市木之庄町２丁目,"パサージュ福山木之庄  ７０１",,1120,1280,,,,,,,65.50,1989-07-01,ＲＣ,3,LDK,,,,,,,7,7,,,,物件種目：中古マンション,中国バス不動産(株),,,JR福塩線「備後本庄」徒歩約16分,,,,,8725,12400,2024-12-24,2026-01-12,2025-03-04,https://www.hatomarksite.com/search/zentaku/bukken/5103140222,,,https://storage3.zentaku.or.jp/prod/034/54343/regsys/5103140222/image/5103140222_4c5f582b43.jpg,0,0
5758117155,不動産ジャパン,"2026-01-12 04:13:29",1499,14,34,34207,342070025002,広島県,福山市,木之庄町二丁目,,広島県福山市木之庄町２丁目,その他,,6760,,677.00,,所有権,第一種住居地域,60%,200%,374.27,1997-01-01,木造,,,,,専属専任媒介,3,,,,,空家,,,"


",ハマ不動産（株）,,,"山陽本線 「福山」駅 徒歩22分  木之庄バス停バス停 徒歩4分",,,,,0,0,2025-10-08,2026-01-12,,https://www.fudousan.or.jp/property/detail?p_no=000012785355,,,,,0
5588343937,不動産ジャパン,"2026-01-12 04:11:44",1302,13,34,34207,342070025002,広島県,福山市,木之庄町二丁目,,広島県福山市木之庄町２丁目,パサージュ福山木之庄,,1120,,,,所有権,第一種住居地域,,,65.50,1989-07-01,ＲＣ,3,LDK,,,一般媒介,5,空無,,7,7,所有者居住中,,,"
管理人日勤

","花咲不動産 有限会社",,,"木之庄上バス停 徒歩2分",,,,,8725,0,2025-07-25,2026-01-12,,https://www.fudousan.or.jp/property/detail?p_no=000012575411,,,https://img4.athome.jp/image_files/index/bukken/6981559410/1,,0
5755017861,ハトマークサイト,"2026-01-12 02:07:47",1499,14,34,34207,342070025002,広島県,福山市,木之庄町二丁目,,広島県福山市木之庄町２丁目,その他,,6760,,677.00,,,第一種住居地域,,,374.27,1997-01-01,木造,,,,,,,,,,,,,,物件種目：その他,ハマ不動産(株),,,"山陽本線福山駅 徒歩22分 バス乗車10分 木之庄バス停停 徒歩4分",,,,,0,0,2025-10-07,2026-01-12,,https://www.hatomarksite.com/search/zentaku/bukken/5103863106,,,,,0
5985608592,ハトマークサイト,"2026-01-12 01:56:17",1202,12,34,34207,342070025002,広島県,福山市,木之庄町二丁目,,広島県福山市木之庄町２丁目,中古一戸建,,750,,142.01,,,,60％,200％,139.46,1980-01-01,,5,LDK,,,,,,,,,,,,物件種目：中古一戸建,(株)瀬良商店,,,"山陽本線福山駅 徒歩25分 バス乗車1分 木之庄上停 徒歩5分",,,,,0,0,2026-01-10,2026-01-12,,https://www.hatomarksite.com/search/zentaku/bukken/5104094807,,,https://storage3.zentaku.or.jp/prod/034/100182/regsys/5104094807/image/5104094807_d04aaa2d8a.jpg,,1
5988700816,不動産ジャパン,"2026-01-12 04:06:14",1202,12,34,34207,342070025002,広島県,福山市,木之庄町二丁目,,広島県福山市木之庄町２丁目,中古一戸建,,750,,142.01,,所有権,第一種住居地域,60%,200%,139.46,1980-01-01,その他,5,LDK,,,専任媒介,4,有　駐車場代無料,,,,空家,,,"
駐車場代無料
●宅地造成工事規制区域　●河川氾濫時浸水想定地域　●再建築については43条但書き許可が必要です　構造内容：木造・軽量鉄骨造
",（株）瀬良商店,,,"山陽本線 「福山」駅 徒歩25分  木之庄上バス停 徒歩5分","一方道路
 東 幅2m 公道",,,,0,0,2026-01-11,2026-01-12,,https://www.fudousan.or.jp/property/detail?p_no=000013048103,,,https://storage3.zentaku.or.jp/prod/034/100182/regsys/5104094807/image/5104094807_d04aaa2d8a.jpg,,1
5204796566,ライフルホームズ,"2026-01-12 07:28:26",1302,13,34,34207,342070025002,広島県,福山市,木之庄町二丁目,,広島県福山市木之庄町２丁目,パサージュ福山木之庄,,1120,1280,,,所有権,第一種住居,,,65.50,1989-07-01,RC,3,LDK,,,一般媒介(自社物),,空無,,7,7,居住中,相談,,"■最上階の角部屋です！■日当り・眺望良好！スーパー・ハートすぐ近くで買い物便利！■便利な防音室有り■ルーフテラス有り！■価格相談可！■最上階の角部屋です！■日当り・眺望良好！スーパー・ハートすぐ近くで買い物便利！■便利な防音室有り■ルーフテラス有り！■価格相談可！■内覧、ご質問、ご相談など、お気軽にお問い合わせください！■土日祝日も対応可能です！",花咲不動産有限会社,,,"バス 木之庄上下車 徒歩2分",,全部委託(日勤),,20.63,8725,12400,2025-02-03,0000-00-00,2025-03-04,https://www.homes.co.jp/mansion/b-1526910000043/,0,0,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F152691%2Fsale%2F43%2F2%2F1%2Fpn0h.jpg&width=208&height=138,0,0
5988695738,不動産ジャパン,"2026-01-12 03:56:54",1101,11,34,34207,342070025002,広島県,福山市,木之庄町二丁目,,広島県福山市木之庄町２丁目,売地,,750,,142.01,宅地,所有権,第一種住居地域,60%,200%,,,,,,,,専任媒介,4,,,,,古家有,,,"現況渡

●43条但書き許可が必要です　【法令上の制限：●宅地造成工事規制区域　●河川氾濫時浸水想定地域】
",（株）瀬良商店,,,"山陽本線 「福山」駅 徒歩25分  木之庄上バス停 徒歩5分","一方道路
 東 幅2m 公道",,,,0,0,2026-01-11,2026-01-12,,https://www.fudousan.or.jp/property/detail?p_no=000013049226,,,https://storage3.zentaku.or.jp/prod/034/100182/regsys/5104094808/image/5104094808_8eaa14a53e.jpg,,1
5991578133,ライフルホームズ,"2026-01-12 07:28:38",1202,12,34,34207,342070025002,広島県,福山市,木之庄町二丁目,11-12,広島県福山市木之庄町２丁目11-12,中古戸建,,750,,142.01,宅地,所有権,第一種住居,60,200,139.46,1980-01-01,その他,5,LDK,,,専任媒介(自社物),,空有1台,,,2,空家,即時,,●なかやま牧場ハート木之庄店　徒歩7分　●セブンイレブン木之庄店　徒歩5分　●オンリーワン木之庄　徒歩7分●宅地造成工事規制区域　●河川氾濫時浸水想定地域　●再建築については43条但書き許可が必要です,株式会社瀬良商店,,,"JR山陽本線 福山駅 バス1分 木之庄上下車 徒歩5分",一方,,,,,,2026-01-12,2026-01-09,,https://www.homes.co.jp/kodate/b-32122140000271/,0,0,,,1
5991578137,ライフルホームズ,"2026-01-12 07:28:38",1101,11,34,34207,342070025002,広島県,福山市,木之庄町二丁目,11-12,広島県福山市木之庄町２丁目11-12,土地,,750,,142.01,宅地,所有権,第一種住居,60,200,,,,,,,,専任媒介(自社物),,その他,,,,古屋あり,即時,,●なかやま牧場ハート木之庄店　徒歩7分　●セブンイレブン木之庄店　徒歩5分　●オンリーワン木之庄店　徒歩7分●43条但書き許可が必要です,株式会社瀬良商店,,,"JR山陽本線 福山駅 バス1分 木之庄上下車 徒歩5分",一方,,,,,,2026-01-12,2026-01-09,,https://www.homes.co.jp/tochi/b-32122140000272/,0,0,,,1
5114648094,アットホーム,"2026-01-12 02:15:15",1302,13,34,34207,342070025002,広島県,福山市,木之庄町二丁目,,福山市木之庄町２丁目,"パサージュ福山木之庄 ７０１ ３ＬＤＫ",,1120,1280,,,,,,,65.50,1989-07-01,ＲＣ,3,LDK,,,,,,,7,7,,,,"福山城を望む最上階ルーフテラス付き3LDK！ 防音室付きの和室で趣味も満喫。生活便利な立地で、日当たり・眺望ともに良好。 見学も可能です！","中国バス不動産(株)　ＬＩＦＵＫＵ福山売買センター（福塩線/万能倉 徒歩10分）",,,"福塩線 「備後本庄」駅 徒歩16分",,,,,,,2024-12-24,2026-01-12,2025-03-04,https://www.athome.co.jp/mansion/1004694198/?DOWN=1&BKLISTID=001LPC&SEARCHDIV=1&sref=list_simple,,0,,0,0
5985702703,アットホーム,"2026-01-12 01:33:11",1202,12,34,34207,342070025002,広島県,福山市,木之庄町二丁目,,福山市木之庄町２丁目,戸建,,750,,142.01,,,,,,139.46,1980-01-01,,5,LDK,,,,,,,,,,,,,"(株)瀬良商店（ＪＲ山陽本線/福山 徒歩10分）",,,"ＪＲ山陽本線 「福山」駅 徒歩25分[バス利用可] バス 木之庄上 停歩5分",,,,,,,2026-01-10,2026-01-12,,https://www.athome.co.jp/kodate/6989014787/?DOWN=1&BKLISTID=001LPC&SEARCHDIV=1&sref=list_simple,,0,https://www.athome.co.jp/image_files/path/n1uhbGYOI7a14NZMnPnWmQ==?width=320&height=320,,1
4464672121,アットホーム,"2026-01-12 02:20:44",1302,13,34,34207,342070025002,広島県,福山市,木之庄町二丁目,,福山市木之庄町２丁目,"パサージュ福山木之庄 7階 ３ＬＤＫ",,1120,1280,,,,,,,65.50,1989-07-01,ＲＣ,3,LDK,,,,,,,7,7,,,,■最上階の角部屋です！■日当り・眺望良好！スーパー・ハートすぐ近くで買い物便利！■便利な防音室有り■ルーフテラス有り！■価格相談可！,"花咲不動産(有)（ＪＲ山陽本線/福山 徒歩15分）",,,"【バス】木之庄上 停歩2分",,,,,,,2024-02-28,2026-01-12,2025-03-04,https://www.athome.co.jp/mansion/6981559410/?DOWN=1&BKLISTID=001LPC&SEARCHDIV=1&sref=list_simple,,0,,0,0
5096725205,アットホーム,"2026-01-12 02:20:37",1302,13,34,34207,342070025002,広島県,福山市,木之庄町二丁目,,福山市木之庄町２丁目,"パサージュ福山木之庄 7階 ３ＤＫ",,1120,1280,,,,,,,65.50,1989-07-01,ＲＣ,3,DK,,,,,,,7,7,,,,"スーパーとコンビニも徒歩5分圏内にございます♪ 平坦な道で車が無くても買い物に行けます！","穴吹不動産流通(株)　福山店（ＪＲ山陽本線/福山 徒歩6分）",,,"福塩線 「備後本庄」駅 徒歩16分",,,,,,,2024-12-16,2026-01-12,2025-03-30,https://www.athome.co.jp/mansion/1004391798/?DOWN=1&BKLISTID=001LPC&SEARCHDIV=1&sref=list_simple,,0,,0,0
5755027158,アットホーム,"2026-01-12 00:20:22",1499,14,34,34207,342070025002,広島県,福山市,木之庄町二丁目,,福山市木之庄町２丁目,一棟売アパート,,6760,,677.00,,,,,,374.27,1997-01-01,木造,,,,,,,,,,,,,,"◇ハマ不動産◇《木之庄町２丁目》約２０４坪の広々敷地　東向きで明るい土地　貸家駐車場等様々なご利用に！
【管理費等】6,760【用途地域】１種住居","ハマ不動産(株)
                            ：
      ",,,"備後本庄/福塩線 徒歩15分[バス利用可] バス 「木之庄」バス停 停歩4分",,,,,,,2025-10-07,2026-01-12,,https://www.athome.co.jp/buy_other/6987915789/?BKLISTID=001LPC&SEARCHDIV=1&sref=list_simple,,,,,0
29300595,アットホーム,"2026-01-12 01:20:39",1101,11,34,34207,342070043007,広島県,福山市,西深津町七丁目,,福山市西深津町７丁目,土地,,452,,499.00,,,,60%,160%,,,,,,,,,,,,,,,,,"【最適用途】畑・農地用地
",太基不動産(有),,,"【バス】厳山 停歩4分",,,,,,,2016-07-24,2026-01-12,,https://www.athome.co.jp/tochi/6957090683/?DOWN=1&BKLISTID=001LPC&SEARCHDIV=1&sref=list_simple,,0,,,0
4756041413,Yahoo!不動産,"2026-01-12 01:14:27",1101,11,34,34207,342070039002,広島県,福山市,奈良津町二丁目,,広島県福山市奈良津町2丁目,土地,,300,,267.12,,,,,,,,,,,,,,,,,,,,,,,松坂産業株式会社,,,"福塩線 「横尾」駅 徒歩28分 他",,,,,,,2024-07-14,2026-01-12,,https://realestate.yahoo.co.jp/land/detail_corp/b0022414523/,,0,https://realestate-pctr.c.yimg.jp/ds/realestate-buy-image/bld_image/00/2241/4523/0011/ca470cbf78cc695591ddea3a8cd1ec6b_00_01.jpg?q=65&nf_src=sy&nf_path=/images/realestate/img/common/noimage/288x288.png&w=175&h=132,,0
2252341047,不動産ジャパン,"2026-01-12 03:58:39",1101,11,34,34207,342070039002,広島県,福山市,奈良津町二丁目,,広島県福山市奈良津町２丁目,売地,,850,1300,235.33,宅地,所有権,第一種住居地域,60%,200%,,,,,,,,専任媒介,4,,,,,更地,,,"現況渡

313号線に面して、交通量が非常に多い路線。大幅値引き、急ぎ処分希望します。
",（株）飛鳥,"北村　　084-924-4405 (tel:090-8246-4405)",,"南陽台入り口よりバス停 徒歩5分
藪路南（緑陽団地入り口より徒歩6分","二方道路（除角地）
 西 幅12m 公道 接面15m
 東 幅4m 公道 接面15m",,,,0,0,2020-04-22,2026-01-12,2025-10-18,https://www.fudousan.or.jp/property/detail?p_no=000004215423,,,,0,0
2483396447,ハトマークサイト,"2026-01-12 01:51:52",1101,11,34,34207,342070039002,広島県,福山市,奈良津町二丁目,,広島県福山市奈良津町２丁目,売地,,850,1300,235.33,宅地,,第一種住居地域,60％,200％,,,,,,,,,,,,,,,相談,,"物件種目：売地 / 最適用途：住宅用地",(株)飛鳥,,,"南陽台入り口より停 徒歩5分
藪路南（緑陽団地入り口より徒歩6分",,,,,0,0,2021-03-27,2026-01-12,2025-10-17,https://www.hatomarksite.com/search/zentaku/bukken/6002372942,,0,,0,0
